"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0473.3",386,9626,33.0479452054795,24.065,1.37327842117097,1.19264134904478e-12,"ELF1",1.7109816276681e-11
"MA0062.3",384,9582,32.8767123287671,23.955,1.37243633182079,1.55676622091757e-12,"GABPA",2.19122188831039e-11
"MA1584.1",260,5901,22.2602739726027,14.7525,1.5089153684191,2.51257549558695e-12,"ZIC5",3.47107651797753e-11
"MA0686.1",118,2065,10.1027397260274,5.1625,1.95694716242661,2.98255138203462e-12,"SPDEF",4.04542423817787e-11
"MA1599.1",309,7366,26.4554794520548,18.415,1.43662663329106,3.9741252405869e-12,"ZNF682",5.29410255263898e-11
"MA0762.1",160,3161,13.6986301369863,7.9025,1.73345525301946,5.44330297014929e-12,"ETV2",7.12404213286205e-11
"MA0131.2",135,2550,11.5582191780822,6.375,1.81305398871878,1.56046615126002e-11,"HINFP",2.00708232558616e-10
"MA0640.2",381,9678,32.6198630136986,24.195,1.34820677882615,2.4375704086182e-11,"ELF3",3.08208055055793e-10
"MA0687.1",250,5742,21.4041095890411,14.355,1.49105604939332,2.62514740943081e-11,"SPIC",3.26393327905897e-10
"MA0163.1",344,8648,29.4520547945205,21.62,1.36225970372435,1.19583981479832e-10,"PLAG1",1.46245328170417e-09
"MA0081.2",440,11733,37.6712328767123,29.3325,1.28428306065669,3.19788509476716e-10,"SPIB",3.84777787209081e-09
"MA1464.1",117,2204,10.0171232876712,5.51,1.81798970738135,3.46101704952727e-10,"ARNT2",4.0982836808688e-09
"MA0697.1",238,5581,20.3767123287671,13.9525,1.4604344976719,6.53694769060633e-10,"ZIC3",7.61962965186301e-09
"MA0761.2",367,9503,31.4212328767123,23.7575,1.32258162166526,8.40232139788203e-10,"ETV1",9.64327963510768e-09
"MA0810.1",244,5824,20.8904109589041,14.56,1.4347809724522,1.92486608972226e-09,"TFAP2A(var.2)",2.17568197414061e-08
"MA0814.2",330,8421,28.2534246575343,21.0525,1.34204605902075,1.98452858250633e-09,"TFAP2C(var.2)",2.20963928738765e-08
"MA0502.2",196,4444,16.7808219178082,11.11,1.51042501510425,2.38336779233997e-09,"NFYB",2.61469466630237e-08
"MA1644.1",175,3857,14.9828767123288,9.6425,1.5538373567362,2.7049433511651e-09,"NFYC",2.92447498546256e-08
"MA0095.2",228,5383,19.5205479452055,13.4575,1.4505330072603,3.04028504161061e-09,"YY1",3.24007520148788e-08
"MA1548.1",179,3978,15.3253424657534,9.945,1.54100980047797,3.18078131342001e-09,"PLAGL2",3.34206036593145e-08
"MA0616.2",113,2207,9.67465753424658,5.5175,1.75344948513758,5.3654527612122e-09,"HES2",5.55920522203375e-08
"MA0636.1",85,1520,7.27739726027397,3.8,1.91510454217736,1.052169705824e-08,"BHLHE41",1.07523095965028e-07
"MA0695.1",134,2821,11.472602739726,7.0525,1.62674267844396,1.85172570523879e-08,"ZBTB7C",1.86673969744342e-07
"MA0751.1",228,5502,19.5205479452055,13.755,1.41916015595823,1.94258747075457e-08,"ZIC4",1.93222700424388e-07
"MA0060.3",170,3837,14.5547945205479,9.5925,1.5173098275265,2.49474352632988e-08,"NFYA",2.44878772452907e-07
"MA0831.2",107,2128,9.16095890410959,5.32,1.72198475641158,3.55756091302262e-08,"TFE3",3.43151974168525e-07
"MA0603.1",115,2340,9.8458904109589,5.85,1.6830581899075,3.58791608379959e-08,"Arntl",3.43151974168525e-07
"MA1522.1",529,15066,45.291095890411,37.665,1.20247168167824,3.87601332896947e-08,"MAZ",3.66013410558383e-07
"MA0815.1",177,4104,15.1541095890411,10.26,1.47700873187535,7.89519573419742e-08,"TFAP2C(var.3)",7.3622700221391e-07
"MA0104.4",112,2308,9.58904109589041,5.77,1.6618788727713,1.04649690101177e-07,"MYCN",9.63810726117014e-07
"MA1107.2",618,18174,52.9109589041096,45.435,1.16454184888543,1.20103867909298e-07,"KLF9",1.09265226171142e-06
"MA1651.1",228,5645,19.5205479452055,14.1125,1.38320977468241,1.53892557889538e-07,"ZFP42",1.38317889380235e-06
"MA1569.1",174,4067,14.8972602739726,10.1675,1.46518419217827,1.76869367065327e-07,"TFAP2E",1.57076842655635e-06
"MA1627.1",604,17798,51.7123287671233,44.495,1.16220538863071,3.00408324886091e-07,"Wt1",2.63652482782381e-06
"MA0663.1",87,1696,7.4486301369863,4.24,1.75675239079866,3.13717239048546e-07,"MLX",2.7213146550025e-06
"MA0696.1",228,5737,19.5205479452055,14.3425,1.36102826879592,5.33617501278287e-07,"ZIC1",4.57561673509887e-06
"MA0147.3",137,3091,11.7294520547945,7.7275,1.51788444578383,6.70683695238844e-07,"MYC",5.68556859827475e-06
"MA1509.1",46,736,3.93835616438356,1.84,2.14041095890411,1.47923487224556e-06,"IRF6",1.23989799403954e-05
"MA0813.1",193,4782,16.5239726027397,11.955,1.38218089525217,1.83960792120763e-06,"TFAP2B(var.3)",1.52483056580099e-05
"MA0736.1",147,3450,12.5856164383562,8.625,1.45920190589637,2.30046714050334e-06,"GLIS2",1.885877458039e-05
"MA0812.1",198,4949,16.9520547945205,12.3725,1.37013980961977,2.33917510102903e-06,"TFAP2B(var.2)",1.89676589713876e-05
"MA0493.1",383,10728,32.791095890411,26.82,1.22263593923978,2.64994378515661e-06,"Klf1",2.12565383196434e-05
"MA0871.2",118,2652,10.1027397260274,6.63,1.52379181388045,3.56999751871228e-06,"TFEC",2.83321079676528e-05
"MA0524.2",189,4714,16.1815068493151,11.785,1.37305955446034,3.65598705561475e-06,"TFAP2C",2.87091194051432e-05
"MA0004.1",247,6497,21.1472602739726,16.2425,1.30197077260105,4.86852938584461e-06,"Arnt",3.78325304358341e-05
"MA0764.2",412,11744,35.2739726027397,29.36,1.20142958456198,5.40230663560607e-06,"ETV4",4.15476365996095e-05
"MA0694.1",106,2346,9.07534246575342,5.865,1.54737296943792,6.00073295521754e-06,"ZBTB7B",4.56790488223702e-05
"MA0620.3",97,2112,8.30479452054795,5.28,1.57287775010378,7.90674975182848e-06,"MITF",5.95801546955964e-05
"MA0872.1",170,4218,14.5547945205479,10.545,1.38025552589359,9.18783854641921e-06,"TFAP2A(var.3)",6.85412755562873e-05
"MA0464.2",79,1652,6.76369863013699,4.13,1.63769942618329,1.42617364756325e-05,"BHLHE40",0.000105339162483384
"MA0608.1",99,2200,8.47602739726027,5.5,1.54109589041096,1.450437827262e-05,"Creb3l2",0.000106081041091907
"MA0692.1",117,2720,10.0171232876712,6.8,1.473106365834,1.80327013957555e-05,"TFEB",0.000130605779041103
"MA0823.1",88,1934,7.53424657534247,4.835,1.55827230100154,2.95054466787205e-05,"HEY1",0.000211644838676207
"MA0664.1",78,1673,6.67808219178082,4.1825,1.59667237101753,3.79534134315331e-05,"MLXIPL",0.000269649965904035
"MA1475.1",84,1844,7.19178082191781,4.61,1.56003922384334,4.30842434256792e-05,"CREB3L4(var.2)",0.000303215524486384
"MA1508.1",379,10938,32.4486301369863,27.345,1.18663851296348,5.30465981825348e-05,"IKZF1",0.00036848458040928
"MA0864.2",42,749,3.5958904109589,1.8725,1.92036871079247,5.33462931423622e-05,"E2F2",0.00036848458040928
"MA1474.1",94,2140,8.04794520547945,5.35,1.5042888234541,5.86724046308834e-05,"CREB3L4",0.000401556090409532
"MA0649.1",85,1910,7.27739726027397,4.775,1.52406225346052,8.6014784575774e-05,"HEY2",0.000583336629941158
"MA0528.2",467,13938,39.9828767123288,34.845,1.14744946799623,0.000118789256774905,"ZNF263",0.00079556589345035
"MA0822.1",78,1734,6.67808219178082,4.335,1.54050338910746,0.000120049504305075,"HES7",0.00079556589345035
"MA1106.1",70,1514,5.99315068493151,3.785,1.58339516114439,0.000120507970455616,"HIF1A",0.00079556589345035
"MA0834.1",85,1942,7.27739726027397,4.855,1.49894897225005,0.00014885517502444,"ATF7",0.000974087373405545
"MA0638.1",73,1612,6.25,4.03,1.55086848635236,0.000161700519344646,"CREB3",0.00104894423853136
"MA1583.1",82,1878,7.02054794520548,4.695,1.49532437597561,0.000209604632049104,"ZFP57",0.00134797461645372
"MA0811.1",181,4815,15.4965753424658,12.0375,1.28735828390162,0.000213112611556226,"TFAP2B",0.001358820583085
"MA0003.4",272,7698,23.2876712328767,19.245,1.2100634571513,0.000286437698560989,"TFAP2A",0.00181086884005506
"MA0470.2",41,793,3.51027397260274,1.9825,1.77062999879079,0.000356471557497785,"E2F4",0.00223468724280124
"MA0753.2",453,13644,38.7842465753425,34.11,1.13703449356032,0.000391103060891136,"ZNF740",0.00243135736187323
"MA0637.1",46,934,3.93835616438356,2.335,1.68666216890088,0.000463630450812804,"CENPB",0.00285841583724258
"MA0526.3",147,3861,12.5856164383562,9.6525,1.30387116688487,0.000525450198682573,"USF2",0.00321299875587868
"MA0024.3",40,804,3.42465753424658,2.01,1.70380971853063,0.00087292809591337,"E2F1",0.00529434438659654
"MA0609.2",93,2302,7.96232876712329,5.755,1.38354974233246,0.00103197341624025,"CREM",0.00620848522996148
"MA0067.1",50,1082,4.28082191780822,2.705,1.58255893449472,0.00109080063778591,"Pax2",0.00650989820630628
"MA0735.1",82,1989,7.02054794520548,4.9725,1.41187490099658,0.00115217961191222,"GLIS1",0.00682163484513108
"MA1615.1",280,8138,23.972602739726,20.345,1.17830438632224,0.00120309515700659,"Plagl1",0.00706699989863716
"MA1535.1",125,3292,10.7020547945205,8.23,1.30037117794903,0.00153385167689575,"NR2C1",0.00893947930440804
"MA0469.3",23,396,1.96917808219178,0.99,1.98906876989069,0.00155505417027472,"E2F3",0.00899279388391427
"MA1140.2",80,1962,6.84931506849315,4.905,1.39639450937679,0.00177639180189417,"JUNB(var.2)",0.0101359335551664
"MA0059.1",109,2822,9.33219178082192,7.055,1.32277700649496,0.00177990254118874,"MAX::MYC",0.0101359335551664
"MA0080.5",457,14025,39.1267123287671,35.0625,1.11591336410031,0.00184719168349781,"SPI1",0.0104394317870406
"MA0839.1",78,1923,6.67808219178082,4.8075,1.3890966597568,0.00231077422270855,"CREB3L1",0.0129611847378991
"MA0074.1",93,2373,7.96232876712329,5.9325,1.34215402732799,0.0025247780572806,"RXRA::VDR",0.0140558539606816
"MA0107.1",146,4001,12.5,10.0025,1.24968757810547,0.00289883882721086,"RELA",0.0160187686303652
"MA1630.1",361,10927,30.9075342465753,27.3175,1.131418843107,0.00314671353785181,"Znf281",0.0172606492590989
"MA0781.1",65,1581,5.56506849315068,3.9525,1.40798696853907,0.00382670377727396,"PAX9",0.0208373796923093
"MA0877.2",20,353,1.71232876712329,0.8825,1.94031588342582,0.00400480519147631,"BARHL1",0.0216491642959516
"MA0828.1",67,1650,5.73630136986301,4.125,1.39061851390619,0.00444150623752225,"SREBF2(var.2)",0.0238371485841122
"MA1131.1",104,2758,8.9041095890411,6.895,1.29138645236274,0.00460488666610409,"FOSL2::JUN(var.2)",0.0245374675208118
"MA0057.1",259,7658,22.1746575342466,19.145,1.15824797776164,0.00475692916879653,"MZF1(var.2)",0.025167866382427
"MA0767.1",60,1467,5.13698630136986,3.6675,1.40067792811721,0.00592232094054158,"GCM2",0.0311130381805917
"MA1133.1",86,2240,7.36301369863014,5.6,1.31482387475538,0.00613030219206285,"JUN::JUNB(var.2)",0.0319804575893629
"MA1145.1",99,2638,8.47602739726027,6.595,1.28522022702961,0.00642238471847544,"FOSL2::JUND(var.2)",0.033271520833213
"MA0155.1",231,6819,19.777397260274,17.0475,1.16013475643197,0.00735240654110704,"INSM1",0.0378268639976955
"MA1533.1",94,2504,8.04794520547945,6.26,1.28561425007659,0.00774708740473632,"NR1I2",0.0394404060701952
"MA0504.1",283,8518,24.2294520547945,21.295,1.1378000495325,0.00777176902455588,"NR2C2",0.0394404060701952
"MA1652.1",398,12355,34.0753424657534,30.8875,1.10320817371925,0.00952403195487956,"ZKSCAN5",0.048006269177974
"MA1575.1",88,2352,7.53424657534247,5.88,1.28133445158885,0.0106120174066112,"THRB(var.2)",0.0531313086263888
"MA0058.3",89,2390,7.61986301369863,5.975,1.27529088095375,0.0114436861493055,"MAX",0.0569132657825461
"MA1129.1",65,1670,5.56506849315068,4.175,1.3329505372816,0.0121106627173946,"FOSL1::JUN(var.2)",0.0598314860077904
"MA0734.2",198,5840,16.9520547945205,14.6,1.16109964346031,0.0127913877798977,"GLI2",0.0627787847618665
"MA0093.3",137,3896,11.7294520547945,9.74,1.20425585778178,0.0129088851923722,"USF1",0.0629413617876449
"MA1545.1",23,479,1.96917808219178,1.1975,1.64440758429376,0.0146159200274324,"OVOL2",0.0708017944186009
"MA1139.1",74,1965,6.33561643835616,4.9125,1.28969291366029,0.015847994823677,"FOSL2::JUNB(var.2)",0.0762748654094388
"MA0014.3",76,2027,6.50684931506849,5.0675,1.28403538531199,0.0160524715553124,"PAX5",0.0767637421811732
"MA1466.1",60,1547,5.13698630136986,3.8675,1.32824468038005,0.0165165980077438,"ATF6",0.078480140852082
"MA0779.1",58,1495,4.96575342465753,3.7375,1.32862967883814,0.0180954455296126,"PAX1",0.0852023002466192
"MA1491.1",193,5734,16.5239726027397,14.335,1.152701262835,0.0181597395967995,"GLI3",0.0852023002466192
"MA1550.1",149,4352,12.7568493150685,10.88,1.17250453263497,0.0222839058776131,"PPARD",0.103898711154371
"MA1127.1",89,2464,7.61986301369863,6.16,1.23699074897705,0.0229757267841417,"FOSB::JUN",0.105986338155304
"MA0604.1",43,1070,3.68150684931507,2.675,1.37626424273461,0.0230157999747444,"Atf1",0.105986338155304
"MA1546.1",40,987,3.42465753424658,2.4675,1.38790578895505,0.0245615158374161,"PAX3(var.2)",0.112356813567462
"MA1560.1",64,1704,5.47945205479452,4.26,1.28625635089073,0.0247864102404912,"SOHLH2",0.112356813567462
"MA1556.1",90,2504,7.7054794520548,6.26,1.23090726071163,0.024851037853393,"RXRG(var.2)",0.112356813567462
"MA1136.1",71,1920,6.07876712328767,4.8,1.2664098173516,0.0254285652658893,"FOSB::JUNB(var.2)",0.114275359568394
"MA0840.1",81,2239,6.93493150684932,5.5975,1.23893372163454,0.028190679484574,"Creb5",0.125929622128696
"MA1555.1",70,1907,5.99315068493151,4.7675,1.25708456946649,0.0301962978357445,"RXRB(var.2)",0.134085941580151
"MA1552.1",69,1877,5.90753424657534,4.6925,1.25893111274914,0.0304058664064648,"RARB(var.3)",0.134217611474691
"MA0259.1",50,1301,4.28082191780822,3.2525,1.31616354121698,0.0307949807813053,"ARNT::HIF1A",0.135135621546198
"MA1419.1",83,2330,7.10616438356164,5.825,1.21994238344406,0.0362040164244164,"IRF4",0.157942668143945
"MA1574.1",154,4593,13.1849315068493,11.4825,1.1482631401567,0.037373428880047,"THRB",0.162096383398343
"MA1581.1",230,7082,19.6917808219178,17.705,1.1122158046833,0.0399957115622876,"ZBTB6",0.172467056794604
"MA1143.1",59,1612,5.0513698630137,4.03,1.25344165335328,0.0457206275110522,"FOSL1::JUND(var.2)",0.196020621397959
"MA0105.4",81,2305,6.93493150684932,5.7625,1.20345882982201,0.0492424405549436,"NFKB1",0.20991348945136
"MA0006.1",295,9292,25.2568493150685,23.23,1.08725136956817,0.0525808212077176,"Ahr::Arnt",0.222870980800894
"MA0622.1",110,3240,9.41780821917808,8.1,1.16269237273803,0.0548477338529115,"Mlxip",0.231166155108881
"MA0615.1",22,522,1.88356164383562,1.305,1.44334225581273,0.0567063949775727,"Gmeb1",0.237657138501513
"MA0652.1",95,2768,8.13356164383562,6.92,1.17537017974503,0.0573300553790622,"IRF8",0.238928610685924
"MA0656.1",87,2517,7.4486301369863,6.2925,1.18373144807093,0.058552942487408,"JDP2(var.2)",0.242669417197813
"MA1418.1",199,6159,17.0376712328767,15.3975,1.10652191803064,0.0637894767843049,"IRF3",0.262911324204925
"MA0626.1",85,2467,7.27739726027397,6.1675,1.1799590207173,0.0645615952710784,"Npas2",0.263559333664938
"MA0865.1",101,2977,8.6472602739726,7.4425,1.16187575061775,0.0646532949875115,"E2F8",0.263559333664938
"MA0838.1",28,706,2.3972602739726,1.765,1.35822111839808,0.0651806443404672,"CEBPG",0.26426500368472
"MA0825.1",77,2223,6.59246575342466,5.5575,1.18622865558698,0.0692108093889557,"MNT",0.279087912454924
"MA0517.1",300,9534,25.6849315068493,23.835,1.07761407622611,0.0714858457543015,"STAT1::STAT2",0.286712048025317
"MA1493.1",72,2071,6.16438356164384,5.1775,1.19061005536337,0.0724354936103647,"HES6",0.288967263279851
"MA0164.1",128,3867,10.958904109589,9.6675,1.13358201288741,0.0732440910141721,"Nr2e3",0.290638786683896
"MA1537.1",153,4682,13.0993150684931,11.705,1.11912132152868,0.0740096085834106,"NR2F1(var.2)",0.29156382735451
"MA0737.1",95,2806,8.13356164383562,7.015,1.15945283589959,0.0742588836425696,"GLIS3",0.29156382735451
"MA0749.1",16,370,1.36986301369863,0.925,1.4809329877823,0.0784870921185175,"ZBED1",0.306551679164472
"MA0909.2",81,2373,6.93493150684932,5.9325,1.16897286251147,0.081722017737462,"HOXD13",0.317524089750764
"MA1587.1",229,7206,19.6061643835616,18.015,1.08832441762762,0.0821905702581711,"ZNF135",0.317689976231066
"MA1544.1",20,489,1.71232876712329,1.2225,1.40067792811721,0.0840325902118927,"OVOL1",0.323135630402433
"MA1147.1",68,1974,5.82191780821918,4.935,1.17971992061179,0.0905282689169652,"NR4A2::RXRA",0.345928668940137
"MA0646.1",70,2038,5.99315068493151,5.095,1.17628080175299,0.0908874250834676,"GCM1",0.345928668940137
"MA0711.1",17,409,1.45547945205479,1.0225,1.42345178685065,0.0939091420387794,"OTX1",0.355615329750911
"MA0758.1",68,1982,5.82191780821918,4.955,1.17495818531164,0.0960125833183423,"E2F7",0.361744379573148
"MA0795.1",50,1417,4.28082191780822,3.5425,1.20841832542222,0.0983767203489486,"SMAD3",0.368789112463898
"MA0605.2",79,2345,6.76369863013699,5.8625,1.1537225808336,0.104201599256532,"ATF3",0.388671965226864
"MA0860.1",129,4009,11.0445205479452,10.0225,1.1019726164076,0.129665680551272,"Rarg(var.2)",0.481246754682831
"MA1514.1",335,10888,28.6815068493151,27.22,1.05369238976176,0.134665617910944,"KLF17",0.497329460205762
"MA0466.2",28,767,2.3972602739726,1.9175,1.25020092514868,0.135616564829135,"CEBPB",0.498374174199679
"MA0611.1",63,1878,5.39383561643836,4.695,1.14884677666419,0.141547819531826,"Dux",0.517620947895793
"MA0821.1",58,1720,4.96575342465753,4.3,1.15482637782733,0.143848950471732,"HES5",0.52346983927762
"MA1539.1",73,2205,6.25,5.5125,1.13378684807256,0.14586218500284,"NR2F6(var.3)",0.528219368990869
"MA1126.1",76,2312,6.50684931506849,5.78,1.12575247665545,0.154665563196297,"FOS::JUN(var.2)",0.557393768813709
"MA0101.1",113,3526,9.67465753424658,8.815,1.09752212526904,0.158737904866212,"REL",0.569319601106704
"MA1420.1",70,2123,5.99315068493151,5.3075,1.12918524445247,0.159789941552621,"IRF5",0.570350700470121
"MA0863.1",90,2775,7.7054794520548,6.9375,1.11069974083673,0.160938147482556,"MTF1",0.571713609628507
"MA1146.1",66,2009,5.65068493150685,5.0225,1.1250741526146,0.175499993987655,"NR1H4::RXRA",0.620488130401851
"MA0116.1",138,4376,11.8150684931507,10.94,1.07998797926423,0.177051114942303,"Znf423",0.623019489372445
"MA1529.1",178,5713,15.2397260273973,14.2825,1.06702090162067,0.181868703822091,"NHLH2",0.636967385217276
"MA0772.1",150,4788,12.8424657534247,11.97,1.0728876986988,0.187012704266781,"IRF7",0.651400272706115
"MA0653.1",120,3794,10.2739726027397,9.485,1.08318108621399,0.187736003527902,"IRF9",0.651400272706115
"MA0882.1",48,1439,4.10958904109589,3.5975,1.14234580711491,0.189436147988029,"DLX6",0.654256325921617
"MA0855.1",134,4270,11.472602739726,10.675,1.07471688428347,0.197311872359102,"RXRB",0.678316390690738
"MA0149.1",524,17468,44.8630136986301,43.67,1.02731883898855,0.210467867386686,"EWSR1-FLI1",0.717914625034464
"MA0837.1",25,718,2.14041095890411,1.795,1.19242950356775,0.210755097697785,"CEBPE",0.717914625034464
"MA1553.1",55,1685,4.70890410958904,4.2125,1.11784073818137,0.214281823302429,"RARG(var.3)",0.726610182652783
"MA1578.1",193,6284,16.5239726027397,15.71,1.05181238718903,0.229921495788312,"VEZF1",0.776115094380456
"MA0778.1",71,2232,6.07876712328767,5.58,1.08938478911965,0.242422504471706,"NFKB2",0.810932911308918
"MA0518.1",204,6672,17.4657534246575,16.68,1.04710751946388,0.243340645059821,"Stat4",0.810932911308918
"MA0088.2",154,4994,13.1849315068493,12.485,1.05606179470159,0.24349728167989,"ZNF143",0.810932911308918
"MA0512.2",131,4228,11.2157534246575,10.57,1.06109303922966,0.246152066578071,"Rxra",0.815634320295194
"MA0844.1",42,1285,3.5958904109589,3.2125,1.11934331858643,0.247095651992914,"XBP1",0.815634320295194
"MA1523.1",138,4476,11.8150684931507,11.19,1.05585956149693,0.258683909522434,"MSANTD3",0.850124213672844
"MA1521.1",100,3215,8.56164383561644,8.0375,1.06521229681075,0.266629720455008,"MAFA",0.872393734471211
"MA1528.1",164,5361,14.041095890411,13.4025,1.04764752026942,0.26997034418202,"NFIX(var.2)",0.879466710741428
"MA1494.1",104,3353,8.9041095890411,8.3825,1.06222601718355,0.271517023613623,"HNF4A(var.2)",0.880659563546793
"MA0138.2",217,7152,18.5787671232877,17.88,1.03908093530692,0.274649650485257,"REST",0.886963806329011
