"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA1557.1",36,1110,3.08219178082192,2.775,1.11069974083673,0.282070805642614,"SMAD5",0.907003538833578
"MA1527.1",161,5288,13.7842465753425,13.22,1.04268128406524,0.294188253911903,"NFIC(var.2)",0.941907456730813
"MA0065.2",271,9009,23.2020547945205,22.5225,1.03017226304898,0.296978928907722,"Pparg::Rxra",0.946778978483594
"MA0494.1",121,3961,10.3595890410959,9.9025,1.04615895391021,0.311835388972494,"Nr1h3::Rxra",0.986171892983569
"MA0666.1",48,1524,4.10958904109589,3.81,1.07863229425089,0.314623204463927,"MSX1",0.986171892983569
"MA0708.1",48,1524,4.10958904109589,3.81,1.07863229425089,0.314623204463927,"MSX2",0.986171892983569
"MA0876.1",48,1524,4.10958904109589,3.81,1.07863229425089,0.314623204463927,"BSX",0.986171892983569
"MA0884.1",61,1958,5.22260273972603,4.895,1.06692599381533,0.318049920483446,"DUXA",0.99274159280607
"MA0145.3",37,1167,3.16780821917808,2.9175,1.08579544787595,0.326768377743691,"TFCP2",0.999999999974052
"MA1538.1",71,2301,6.07876712328767,5.7525,1.05671744863758,0.33114859194182,"NR2F1(var.3)",0.999999999974052
"MA0073.1",516,17408,44.1780821917808,43.52,1.01512137389202,0.333078044342504,"RREB1",0.999999999974052
"MA0036.3",80,2607,6.84931506849315,6.5175,1.05091140291418,0.337327665706032,"GATA2",0.999999999974052
"MA1603.1",84,2753,7.19178082191781,6.8825,1.04493727888381,0.352417688947125,"Dmrt1",0.999999999974052
"MA1148.1",133,4412,11.3869863013699,11.03,1.03236503185584,0.360163516095413,"PPARA::RXRA",0.999999999974052
"MA0069.1",51,1657,4.36643835616438,4.1425,1.05405874620746,0.368994888817357,"PAX6",0.999999999974052
"MA1602.1",58,1893,4.96575342465753,4.7325,1.04928756992235,0.371086681442894,"ZSCAN29",0.999999999974052
"MA0829.2",76,2511,6.50684931506849,6.2775,1.03653513581338,0.388854155499328,"SREBF1(var.2)",0.999999999974052
"MA0511.2",52,1704,4.45205479452055,4.26,1.04508328509872,0.391277807126223,"RUNX2",0.999999999974052
"MA0112.3",79,2615,6.76369863013699,6.5375,1.0346001728699,0.392583571939772,"ESR1",0.999999999974052
"MA0160.1",115,3835,9.8458904109589,9.5875,1.02695075994356,0.395153890917086,"NR4A2",0.999999999974052
"MA0635.1",28,902,2.3972602739726,2.255,1.06308659599672,0.397187898108967,"BARHL2",0.999999999974052
"MA1117.1",90,3004,7.7054794520548,7.51,1.02602922131222,0.414760745718736,"RELB",0.999999999974052
"MA0856.1",125,4213,10.7020547945205,10.5325,1.01609824775889,0.43843546085196,"RXRG",0.999999999974052
"MA1125.1",303,10288,25.9417808219178,25.72,1.00862289354268,0.441530547466249,"ZNF384",0.999999999974052
"MA0782.2",178,6027,15.2397260273973,15.0675,1.01143029881515,0.446530573646431,"PKNOX1",0.999999999974052
"MA0647.1",45,1500,3.8527397260274,3.75,1.02739726027397,0.447557168811865,"GRHL1",0.999999999974052
"MA0862.1",15,486,1.28424657534247,1.215,1.05699306612549,0.450219593990885,"GMEB2",0.999999999974052
"MA1534.1",76,2558,6.50684931506849,6.395,1.01749011963542,0.454489767627405,"NR1I3",0.999999999974052
"MA1541.1",128,4331,10.958904109589,10.8275,1.0121361449632,0.45599632555435,"NR6A1",0.999999999974052
"MA0738.1",146,4947,12.5,12.3675,1.01071356377603,0.458167009912269,"HIC2",0.999999999974052
"MA1116.1",266,9048,22.7739726027397,22.62,1.00680692319804,0.460884397994505,"RBPJ",0.999999999974052
"MA0730.1",122,4137,10.4452054794521,10.3425,1.00993043069394,0.467996417638518,"RARA(var.2)",0.999999999974052
"MA1597.1",191,6499,16.3527397260274,16.2475,1.0064772873382,0.473210886564551,"ZNF528",0.999999999974052
"MA1656.1",193,6569,16.5239726027397,16.4225,1.00617887670816,0.474745847287369,"ZNF449",0.999999999974052
"MA0595.1",107,3632,9.16095890410959,9.08,1.0089161788667,0.476353860257899,"SREBF1",0.999999999974052
"MA1114.1",209,7122,17.8938356164384,17.805,1.00498936346186,0.480235170826413,"PBX3",0.999999999974052
"MA0042.2",94,3196,8.04794520547945,7.99,1.00725221595488,0.486512301580258,"FOXI1",0.999999999974052
"MA0033.2",94,3196,8.04794520547945,7.99,1.00725221595488,0.486512301580258,"FOXL1",0.999999999974052
"MA0848.1",94,3196,8.04794520547945,7.99,1.00725221595488,0.486512301580258,"FOXO4",0.999999999974052
"MA0849.1",94,3196,8.04794520547945,7.99,1.00725221595488,0.486512301580258,"FOXO6",0.999999999974052
"MA0850.1",94,3196,8.04794520547945,7.99,1.00725221595488,0.486512301580258,"FOXP3",0.999999999974052
"MA0858.1",105,3574,8.98972602739726,8.935,1.00612490513679,0.488862660878437,"Rarb(var.2)",0.999999999974052
"MA0050.2",396,13551,33.9041095890411,33.8775,1.00078546495583,0.50346854421135,"IRF1",0.999999999974052
"MA0111.1",107,3661,9.16095890410959,9.1525,1.00092421787595,0.511213074231669,"Spz1",0.999999999974052
"MA1495.1",20,682,1.71232876712329,1.705,1.00429839713976,0.524023327753232,"HOXA1",0.999999999974052
"MA0836.2",63,2168,5.39383561643836,5.42,0.995172622959106,0.534837254259258,"CEBPD",0.999999999974052
"MA1532.1",96,3307,8.21917808219178,8.2675,0.994155195910708,0.540141739686605,"NR1D2",0.999999999974052
"MA0048.2",165,5679,14.1267123287671,14.1975,0.995014074926369,0.541187578954176,"NHLH1",0.999999999974052
"MA0468.1",68,2347,5.82191780821918,5.8675,0.992231411711833,0.545050855823385,"DUX4",0.999999999974052
"MA0102.4",63,2175,5.39383561643836,5.4375,0.991969768540387,0.54545414733696,"CEBPA",0.999999999974052
"MA1103.2",92,3176,7.87671232876712,7.94,0.992029260550016,0.548480966730137,"FOXK2",0.999999999974052
"MA1624.1",163,5621,13.9554794520548,14.0525,0.993095851418238,0.55174647706064,"Stat5a",0.999999999974052
"MA0144.2",223,7702,19.0924657534247,19.255,0.991558855020756,0.568902096197623,"STAT3",0.999999999974052
"MA1154.1",112,3885,9.58904109589041,9.7125,0.987288658521535,0.572402316558059,"ZNF282",0.999999999974052
"MA0819.1",35,1223,2.99657534246575,3.0575,0.980073701542356,0.573169186624887,"CLOCK",0.999999999974052
"MA0676.1",107,3715,9.16095890410959,9.2875,0.986375117535353,0.575256422721154,"Nr2e1",0.999999999974052
"MA0861.1",52,1818,4.45205479452055,4.545,0.9795500097955,0.581843408327522,"TP73",0.999999999974052
"MA1149.1",130,4528,11.1301369863014,11.32,0.983227648966552,0.596392496543978,"RARA::RXRG",0.999999999974052
"MA1153.1",110,3841,9.41780821917808,9.6025,0.980766281611881,0.600985613444128,"Smad4",0.999999999974052
"MA0159.1",130,4538,11.1301369863014,11.345,0.981060994826035,0.606918802602098,"RARA::RXRA",0.999999999974052
"MA0137.3",158,5507,13.527397260274,13.7675,0.982560178701578,0.608627997602565,"STAT1",0.999999999974052
"MA0525.2",38,1350,3.25342465753425,3.375,0.963977676306443,0.615552209329225,"TP63",0.999999999974052
"MA0139.1",363,12576,31.0787671232877,31.44,0.988510404684722,0.61731989693323,"CTCF",0.999999999974052
"MA0881.1",39,1389,3.33904109589041,3.4725,0.961566910263617,0.622727347960303,"Dlx4",0.999999999974052
"MA1104.2",81,2868,6.93493150684932,7.17,0.967214993981773,0.640640208458122,"GATA6",0.999999999974052
"MA0056.2",124,4363,10.6164383561644,10.9075,0.973315457819334,0.641079190453204,"MZF1",0.999999999974052
"MA0911.1",27,980,2.31164383561644,2.45,0.943528096169975,0.648826129130977,"Hoxa11",0.999999999974052
"MA0492.1",100,3538,8.56164383561644,8.845,0.967964255015991,0.650612848736816,"JUND(var.2)",0.999999999974052
"MA0125.1",45,1617,3.8527397260274,4.0425,0.953058682999975,0.65220000495308,"Nobox",0.999999999974052
"MA0108.2",65,2326,5.56506849315068,5.815,0.957019517308802,0.662558274237729,"TBP",0.999999999974052
"MA0482.2",80,2851,6.84931506849315,7.1275,0.960970195509386,0.662763004965753,"GATA4",0.999999999974052
"MA0777.1",15,558,1.28424657534247,1.395,0.920606864044778,0.663757379727934,"MYBL2",0.999999999974052
"MA0497.1",204,7161,17.4657534246575,17.9025,0.975604157221479,0.665493494402461,"MEF2C",0.999999999974052
"MA0684.2",105,3736,8.98972602739726,9.34,0.962497433340178,0.67663308398092,"RUNX3",0.999999999974052
"MA0037.3",68,2448,5.82191780821918,6.12,0.951293759512937,0.684478933820099,"GATA3",0.999999999974052
"MA1573.1",163,5773,13.9554794520548,14.4325,0.966948169205252,0.693601391865655,"THAP11",0.999999999974052
"MA0594.2",10,387,0.856164383561644,0.9675,0.884924427453896,0.69582235794214,"HOXA9",0.999999999974052
"MA1561.1",35,1290,2.99657534246575,3.225,0.92917064882659,0.696592219498827,"SOX12",0.999999999974052
"MA0051.1",116,4147,9.93150684931507,10.3675,0.957946163425616,0.704096214805665,"IRF2",0.999999999974052
"MA0677.1",130,4636,11.1301369863014,11.59,0.960322431950075,0.704284032826357,"Nr2f6",0.999999999974052
"MA0258.2",157,5578,13.4417808219178,13.945,0.963914006591453,0.705359517672051,"ESR2",0.999999999974052
"MA0007.3",68,2469,5.82191780821918,6.1725,0.943202561072366,0.710683481272553,"Ar",0.999999999974052
"MA1470.1",39,1450,3.33904109589041,3.625,0.921114785073217,0.724228404661798,"BACH2(var.2)",0.999999999974052
"MA0158.2",29,1094,2.48287671232877,2.735,0.907815982569933,0.729287695452081,"HOXA5",0.999999999974052
"MA1635.1",189,6722,16.1815068493151,16.805,0.962898354615595,0.730045591819009,"BHLHE22(var.2)",0.999999999974052
"MA0521.1",273,9638,23.3732876712329,24.095,0.970047216071089,0.731241772809465,"Tcf12",0.999999999974052
"MA0500.2",165,5891,14.1267123287671,14.7275,0.959206404940901,0.733787782045351,"MYOG",0.999999999974052
"MA0680.1",26,992,2.22602739726027,2.48,0.897591692443659,0.740797123574653,"PAX7",0.999999999974052
"MA0018.4",117,4225,10.0171232876712,10.5625,0.948366701791359,0.744429067900366,"CREB1",0.999999999974052
"MA1623.1",333,11738,28.5102739726027,29.345,0.971554744338141,0.747328082556854,"Stat2",0.999999999974052
"MA1531.1",96,3494,8.21917808219178,8.735,0.940947691149603,0.751444067717785,"NR1D1",0.999999999974052
"MA0776.1",13,520,1.11301369863014,1.3,0.856164383561644,0.75278130204692,"MYBL1",0.999999999974052
"MA0888.1",33,1254,2.82534246575342,3.135,0.901225666906993,0.754528777203243,"EVX2",0.999999999974052
"MA1683.1",95,3462,8.13356164383562,8.655,0.939752934007581,0.754581653610485,"FOXA3",0.999999999974052
"MA0519.1",172,6170,14.7260273972603,15.425,0.954685730778624,0.760510528196064,"Stat5a::Stat5b",0.999999999974052
"MA0117.2",89,3257,7.61986301369863,8.1425,0.935813695265414,0.761214657577165,"Mafb",0.999999999974052
"MA0880.1",47,1765,4.02397260273973,4.4125,0.911948465210136,0.763869696520885,"Dlx3",0.999999999974052
"MA0650.2",77,2836,6.59246575342466,7.09,0.929825917267229,0.765154358837026,"HOXA13",0.999999999974052
"MA1585.1",65,2420,5.56506849315068,6.05,0.919846031925733,0.776611945546471,"ZKSCAN1",0.999999999974052
"MA0488.1",104,3804,8.9041095890411,9.51,0.936289126082134,0.776894720829896,"JUN",0.999999999974052
"MA0498.2",108,3947,9.24657534246575,9.8675,0.937073761587611,0.778439116166106,"MEIS1",0.999999999974052
"MA1632.1",108,3950,9.24657534246575,9.875,0.936362059996532,0.780996809013656,"ATF2",0.999999999974052
"MA0031.1",65,2426,5.56506849315068,6.065,0.91757106234966,0.782981921305737,"FOXD1",0.999999999974052
"MA0157.2",65,2426,5.56506849315068,6.065,0.91757106234966,0.782981921305737,"FOXO3",0.999999999974052
"MA0830.2",217,7773,18.5787671232877,19.4325,0.956066750201347,0.783236590010397,"TCF4",0.999999999974052
"MA1518.1",33,1277,2.82534246575342,3.1925,0.884993724589953,0.788294069720189,"LHX1",0.999999999974052
"MA0017.2",129,4703,11.0445205479452,11.7575,0.939359604332996,0.791081115514019,"NR2F1",0.999999999974052
"MA0119.1",131,4779,11.2157534246575,11.9475,0.938753163813144,0.795294944819117,"NFIC::TLX1",0.999999999974052
"MA1554.1",50,1904,4.28082191780822,4.76,0.899332335673996,0.800969921728883,"RFX7",0.999999999974052
"MA1625.1",178,6439,15.2397260273973,16.0975,0.946713839254372,0.80167823465593,"Stat5b",0.999999999974052
"MA0900.2",24,959,2.05479452054794,2.3975,0.857057151427714,0.807268124360801,"HOXA2",0.999999999974052
"MA0904.2",24,959,2.05479452054794,2.3975,0.857057151427714,0.807268124360801,"HOXB5",0.999999999974052
"MA0612.2",18,737,1.54109589041096,1.8425,0.836415680005948,0.81099162224891,"EMX1",0.999999999974052
"MA0052.4",194,7015,16.6095890410959,17.5375,0.947089895429559,0.811574674388941,"MEF2A",0.999999999974052
"MA0109.1",44,1705,3.76712328767123,4.2625,0.883782589482987,0.82159003651123,"HLTF",0.999999999974052
"MA1489.1",22,895,1.88356164383562,2.2375,0.841815259814801,0.823125600113632,"FOXN3",0.999999999974052
"MA0631.1",35,1382,2.99657534246575,3.455,0.867315583926412,0.829034912016697,"Six3",0.999999999974052
"MA0757.1",76,2873,6.50684931506849,7.1825,0.905930987131012,0.832580306731918,"ONECUT3",0.999999999974052
"MA1600.1",164,5999,14.041095890411,14.9975,0.936229097543655,0.834047744603963,"ZNF684",0.999999999974052
"MA0859.1",95,3565,8.13356164383562,8.9125,0.912601586966128,0.841504768932,"Rarg",0.999999999974052
"MA0780.1",22,908,1.88356164383562,2.27,0.829762838694104,0.841573305931431,"PAX3",0.999999999974052
"MA0486.2",98,3684,8.39041095890411,9.21,0.911010961878839,0.849827338116971,"HSF1",0.999999999974052
"MA1542.1",68,2621,5.82191780821918,6.5525,0.888503290075418,0.861605508456868,"OSR1",0.999999999974052
"MA1643.1",188,6905,16.0958904109589,17.2625,0.932419430033825,0.866944618025649,"NFIB",0.999999999974052
"MA0700.2",51,2009,4.36643835616438,5.0225,0.86937548156583,0.867630258935416,"LHX2",0.999999999974052
"MA0124.2",67,2599,5.73630136986301,6.4975,0.882847459771145,0.872184676889933,"Nkx3-1",0.999999999974052
"MA1565.1",156,5790,13.3561643835616,14.475,0.92270565689545,0.874593055246177,"TBX18",0.999999999974052
"MA0842.2",71,2751,6.07876712328767,6.8775,0.883862904149425,0.876856098793359,"NRL",0.999999999974052
"MA1506.1",26,1093,2.22602739726027,2.7325,0.814648635776861,0.881163593107356,"HOXD10",0.999999999974052
"MA1589.1",110,4165,9.41780821917808,10.4125,0.904471377592133,0.881681759836494,"ZNF140",0.999999999974052
"MA0766.2",56,2211,4.7945205479452,5.5275,0.867394038524687,0.882114814201977,"GATA5",0.999999999974052
"MA0672.1",74,2872,6.33561643835616,7.18,0.882397832640134,0.884805579803839,"NKX2-3",0.999999999974052
"MA1566.1",115,4352,9.8458904109589,10.88,0.904953162771958,0.885942703173906,"TBX3",0.999999999974052
"MA0852.2",93,3562,7.96232876712329,8.905,0.89414135509526,0.886229969103652,"FOXK1",0.999999999974052
"MA0907.1",41,1674,3.51027397260274,4.185,0.838775142796354,0.895502875388934,"HOXC13",0.999999999974052
"MA0771.1",97,3725,8.30479452054795,9.3125,0.89179001562931,0.896535095938732,"HSF4",0.999999999974052
"MA0724.1",23,994,1.96917808219178,2.485,0.792425787602326,0.896828528486289,"VENTX",0.999999999974052
"MA0651.1",20,883,1.71232876712329,2.2075,0.775686870724026,0.901947084055356,"HOXC11",0.999999999974052
"MA0744.2",99,3809,8.47602739726027,9.5225,0.890105266186429,0.90258702291874,"SCRT2",0.999999999974052
"MA1604.1",177,6598,15.1541095890411,16.495,0.918709280936108,0.903066839931453,"Ebf2",0.999999999974052
"MA1547.1",64,2539,5.47945205479452,6.3475,0.863245695910913,0.904644040534987,"PITX2",0.999999999974052
"MA1657.1",80,3128,6.84931506849315,7.82,0.875871492134674,0.906728838794809,"ZNF652",0.999999999974052
"MA1628.1",317,11529,27.1404109589041,28.8225,0.941639724482752,0.907305038361359,"Zic1::Zic2",0.999999999974052
"MA0030.1",73,2875,6.25,7.1875,0.869565217391304,0.908085231008131,"FOXF2",0.999999999974052
"MA1520.1",76,2986,6.50684931506849,7.465,0.871647597463964,0.908802095944816,"MAF",0.999999999974052
"MA0875.1",36,1505,3.08219178082192,3.7625,0.819187184271606,0.909457615108686,"BARX1",0.999999999974052
"MA1580.1",54,2180,4.62328767123288,5.45,0.848309664446399,0.910588127578067,"ZBTB32",0.999999999974052
"MA0891.1",40,1662,3.42465753424658,4.155,0.82422564001121,0.913654875215949,"GSC2",0.999999999974052
"MA0912.2",31,1321,2.6541095890411,3.3025,0.803666794562028,0.913770117832958,"HOXD3",0.999999999974052
"MA1637.1",181,6773,15.4965753424658,16.9325,0.91519712638215,0.915470454913575,"EBF3",0.999999999974052
"MA0480.1",150,5670,12.8424657534247,14.175,0.905994056678988,0.915687961883981,"Foxo1",0.999999999974052
"MA0038.2",88,3439,7.53424657534247,8.5975,0.876329930252104,0.916471974406683,"GFI1",0.999999999974052
"MA0520.1",136,5172,11.6438356164384,12.93,0.90052866329763,0.916768139983002,"Stat6",0.999999999974052
"MA0648.1",40,1668,3.42465753424658,4.17,0.821260799579514,0.917557125673805,"GSC",0.999999999974052
"MA1588.1",87,3406,7.4486301369863,8.515,0.874765723662513,0.918052407360676,"ZNF136",0.999999999974052
"MA0728.1",106,4097,9.07534246575342,10.2425,0.88604759245823,0.91868942888379,"Nr2f6(var.2)",0.999999999974052
"MA1472.1",146,5536,12.5,13.84,0.903179190751445,0.919046962711358,"BHLHA15(var.2)",0.999999999974052
"MA0720.1",33,1407,2.82534246575342,3.5175,0.803224581593013,0.92054414978102,"Shox2",0.999999999974052
"MA0715.1",58,2346,4.96575342465753,5.865,0.846675775730185,0.920571533164297,"PROP1",0.999999999974052
"MA0481.3",98,3814,8.39041095890411,9.535,0.879959198626545,0.921587555862923,"FOXP1",0.999999999974052
"MA1485.1",131,5007,11.2157534246575,12.5175,0.896005865760538,0.922272268203927,"FERD3L",0.999999999974052
"MA0485.2",23,1024,1.96917808219178,2.56,0.769210188356164,0.922597005411531,"HOXC9",0.999999999974052
"MA0895.1",33,1411,2.82534246575342,3.5275,0.80094754521713,0.923191905720102,"HMBOX1",0.999999999974052
"MA1592.1",100,3895,8.56164383561644,9.7375,0.879244553079994,0.92506826034849,"ZNF274",0.999999999974052
"MA0794.1",34,1453,2.91095890410959,3.6325,0.801365149101057,0.925616218659156,"PROX1",0.999999999974052
"MA1473.1",57,2322,4.88013698630137,5.805,0.840678206081201,0.927337388187393,"CDX4",0.999999999974052
"MA0899.1",82,3248,7.02054794520548,8.12,0.864599500641069,0.928925771912303,"HOXA10",0.999999999974052
"MA0719.1",45,1876,3.8527397260274,4.69,0.821479685720128,0.928996805518157,"RHOXF1",0.999999999974052
"MA0659.2",111,4305,9.50342465753425,10.7625,0.883012744021765,0.929416133540526,"MAFG",0.999999999974052
"MA0770.1",100,3909,8.56164383561644,9.7725,0.876095557494647,0.930577741574714,"HSF2",0.999999999974052
"MA0709.1",38,1618,3.25342465753425,4.045,0.804307702727873,0.93291058988696,"Msx3",0.999999999974052
"MA0027.2",41,1734,3.51027397260274,4.335,0.809751781453919,0.933941172953994,"EN1",0.999999999974052
"MA0066.1",92,3627,7.87671232876712,9.0675,0.86867519479097,0.934197610255504,"PPARG",0.999999999974052
"MA0035.4",49,2040,4.19520547945205,5.1,0.822589309696481,0.935798765923129,"GATA1",0.999999999974052
"MA0592.3",121,4689,10.3595890410959,11.7225,0.883735469489946,0.937142552203581,"ESRRA",0.999999999974052
"MA1536.1",83,3319,7.10616438356164,8.2975,0.856422342098421,0.942210746057093,"NR2C2(var.2)",0.999999999974052
"MA0514.1",247,9209,21.1472602739726,23.0225,0.918547519772944,0.944059498748178,"Sox3",0.999999999974052
"MA1480.1",36,1563,3.08219178082192,3.9075,0.788788683511687,0.944078963687148,"DPRX",0.999999999974052
"MA0115.1",103,4064,8.81849315068493,10.16,0.867961924280013,0.946263649406844,"NR1H2::RXRA",0.999999999974052
"MA0902.2",27,1218,2.31164383561644,3.045,0.759160537148256,0.946333955946427,"HOXB2",0.999999999974052
"MA0113.3",52,2180,4.45205479452055,5.45,0.816890787985422,0.947563415883117,"NR3C1",0.999999999974052
"MA0873.1",20,943,1.71232876712329,2.3575,0.726332456892169,0.947882101079843,"HOXD12",0.999999999974052
"MA0442.2",177,6740,15.1541095890411,16.85,0.89935368480956,0.94794144290018,"SOX10",0.999999999974052
"MA1100.2",179,6812,15.3253424657534,17.03,0.899902669744769,0.948067706094441,"ASCL1",0.999999999974052
"MA0063.2",75,3047,6.42123287671233,7.6175,0.842958040920555,0.950198462191644,"NKX2-5",0.999999999974052
"MA1119.1",99,3931,8.47602739726027,9.8275,0.862480528848667,0.950223049805154,"SIX2",0.999999999974052
"MA0041.1",201,7607,17.208904109589,19.0175,0.904898336247616,0.950474535992374,"Foxd3",0.999999999974052
"MA1655.1",151,5822,12.9280821917808,14.555,0.888222754502289,0.951472779003437,"ZNF341",0.999999999974052
"MA0714.1",66,2720,5.65068493150685,6.8,0.830983078162772,0.952800982299752,"PITX3",0.999999999974052
"MA0643.1",93,3721,7.96232876712329,9.3025,0.855934293697747,0.953139073175193,"Esrrg",0.999999999974052
"MA0629.1",48,2044,4.10958904109589,5.11,0.804224861271211,0.953495872026937,"Rhox11",0.999999999974052
"MA0483.1",148,5736,12.6712328767123,14.34,0.883628513020386,0.956633953938649,"Gfi1b",0.999999999974052
"MA0019.1",39,1709,3.33904109589041,4.2725,0.781519273467621,0.957093853821934,"Ddit3::Cebpa",0.999999999974052
"MA0682.2",61,2547,5.22260273972603,6.3675,0.820196739650731,0.957417124942611,"PITX1",0.999999999974052
"MA0867.2",161,6208,13.7842465753425,15.52,0.888160217483406,0.957445151360061,"SOX4",0.999999999974052
"MA1616.1",163,6280,13.9554794520548,15.7,0.888884041532153,0.957463096894163,"Prdm15",0.999999999974052
"MA0043.3",56,2361,4.7945205479452,5.9025,0.812286412188938,0.958204353157589,"HLF",0.999999999974052
"MA0756.1",39,1715,3.33904109589041,4.2875,0.778785095251408,0.95929757543774,"ONECUT2",0.999999999974052
"MA1118.1",73,3008,6.25,7.52,0.831117021276596,0.96076176618761,"SIX1",0.999999999974052
"MA0914.1",64,2673,5.47945205479452,6.6825,0.819970378570074,0.961333663428919,"ISL2",0.999999999974052
"MA0727.1",51,2183,4.36643835616438,5.4575,0.800080321789168,0.961851370893677,"NR3C2",0.999999999974052
"MA1608.1",43,1879,3.68150684931507,4.6975,0.783716199960632,0.962582926141875,"Isl1",0.999999999974052
"MA0591.1",146,5693,12.5,14.2325,0.878271561566837,0.962793291418496,"Bach1::Mafk",0.999999999974052
"MA0857.1",101,4054,8.6472602739726,10.135,0.853207723134939,0.96304716821491,"Rarb",0.999999999974052
"MA0508.3",263,9873,22.5171232876712,24.6825,0.912270770289526,0.963184577482367,"PRDM1",0.999999999974052
"MA0047.3",94,3803,8.04794520547945,9.5075,0.846483850168756,0.964612799507896,"FOXA2",0.999999999974052
"MA1112.2",130,5126,11.1301369863014,12.815,0.868524150316143,0.965435717667323,"NR4A1",0.999999999974052
"MA0072.1",63,2653,5.39383561643836,6.6325,0.813243213937182,0.966064321040898,"RORA(var.2)",0.999999999974052
"MA0467.1",74,3068,6.33561643835616,7.67,0.826025611258952,0.96648690591278,"Crx",0.999999999974052
"MA1111.1",107,4292,9.16095890410959,10.73,0.853770634120185,0.966788404212328,"NR2F2",0.999999999974052
"MA0908.1",22,1064,1.88356164383562,2.66,0.708105881141209,0.966789281321407,"HOXD11",0.999999999974052
"MA0906.1",20,983,1.71232876712329,2.4575,0.696776710935214,0.967005779396131,"HOXC12",0.999999999974052
"MA0816.1",196,7525,16.7808219178082,18.8125,0.892003822873527,0.968565694482254,"Ascl2",0.999999999974052
"MA1563.1",58,2477,4.96575342465753,6.1925,0.801898009633837,0.969361032019953,"SOX18",0.999999999974052
"MA0106.3",43,1903,3.68150684931507,4.7575,0.773832233171848,0.969646674388,"TP53",0.999999999974052
"MA0673.1",82,3385,7.02054794520548,8.4625,0.829606847291637,0.970455730774983,"NKX2-8",0.999999999974052
"MA0596.1",90,3684,7.7054794520548,9.21,0.836642720092811,0.970708454718457,"SREBF2",0.999999999974052
"MA0100.3",80,3313,6.84931506849315,8.2825,0.826962278115684,0.970997129526159,"MYB",0.999999999974052
"MA0122.3",58,2486,4.96575342465753,6.215,0.798994919494374,0.971460292602109,"Nkx3-2",0.999999999974052
"MA0886.1",26,1240,2.22602739726027,3.1,0.718073353954927,0.97164011445096,"EMX2",0.999999999974052
"MA0774.1",85,3504,7.27739726027397,8.76,0.830753111903422,0.971867323374482,"MEIS2",0.999999999974052
"MA1629.1",272,10260,23.2876712328767,25.65,0.907901412587786,0.972880890911205,"Zic2",0.999999999974052
"MA0495.3",100,4070,8.56164383561644,10.175,0.841439197603581,0.97351739618764,"MAFF",0.999999999974052
"MA1636.1",52,2270,4.45205479452055,5.675,0.784503047492607,0.974420404327726,"CEBPG(var.2)",0.999999999974052
"MA1648.1",209,8040,17.8938356164384,20.1,0.890240577932256,0.975421553826327,"TCF12(var.2)",0.999999999974052
"MA0522.3",205,7899,17.5513698630137,19.7475,0.888789460084249,0.975694304939676,"TCF3",0.999999999974052
"MA0743.2",84,3488,7.19178082191781,8.72,0.824745507100666,0.975727177052817,"SCRT1",0.999999999974052
"MA1152.1",145,5736,12.4143835616438,14.34,0.865717124242945,0.975960300136063,"SOX15",0.999999999974052
"MA0660.1",89,3679,7.61986301369863,9.1975,0.828471107768266,0.976440341506446,"MEF2B",0.999999999974052
"MA0593.1",123,4940,10.5308219178082,12.35,0.852698130996617,0.977034766749019,"FOXP2",0.999999999974052
"MA0148.4",86,3571,7.36301369863014,8.9275,0.824756505027179,0.977086273477507,"FOXA1",0.999999999974052
"MA0002.2",167,6549,14.2979452054795,16.3725,0.873290285874451,0.977865578174247,"RUNX1",0.999999999974052
"MA0896.1",44,1990,3.76712328767123,4.975,0.757210711089695,0.980358194573433,"Hmx1",0.999999999974052
"MA0843.1",24,1192,2.05479452054794,2.98,0.689528362599982,0.980509331909474,"TEF",0.999999999974052
"MA0905.1",27,1320,2.31164383561644,3.3,0.700498132004981,0.981667384123073,"HOXC10",0.999999999974052
"MA0691.1",83,3490,7.10616438356164,8.725,0.81446010126781,0.98170150899364,"TFAP4",0.999999999974052
"MA0499.2",162,6402,13.8698630136986,16.005,0.866595627222657,0.981716732186971,"MYOD1",0.999999999974052
"MA1481.1",28,1362,2.3972602739726,3.405,0.704041196467725,0.981940050684635,"DRGX",0.999999999974052
"MA0644.1",37,1730,3.16780821917808,4.325,0.732441206746378,0.983155863201362,"ESX1",0.999999999974052
"MA1503.1",19,997,1.62671232876712,2.4925,0.652642860087111,0.983386788572951,"HOXB9",0.999999999974052
"MA1558.1",167,6603,14.2979452054795,16.5075,0.866148429833679,0.983637486086718,"SNAI1",0.999999999974052
"MA0883.1",32,1533,2.73972602739726,3.8325,0.714866543352188,0.983675332739543,"Dmbx1",0.999999999974052
"MA1505.1",16,874,1.36986301369863,2.185,0.626939594370082,0.984438264525601,"HOXC8",0.999999999974052
"MA0679.2",83,3520,7.10616438356164,8.8,0.807518679950187,0.98534504482526,"ONECUT1",0.999999999974052
"MA0029.1",82,3485,7.02054794520548,8.7125,0.8058017727639,0.98564601528396,"Mecom",0.999999999974052
"MA0463.2",90,3787,7.7054794520548,9.4675,0.813887452025856,0.985712141344851,"BCL6",0.999999999974052
"MA0154.4",179,7062,15.3253424657534,17.655,0.868045452605688,0.985714764627639,"EBF1",0.999999999974052
