"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.0953880721903104,0.00242151307966076,0.168,0.208,1,"Ccnt1"
0.0954331342690966,0.0980702645464158,0.127,0.163,1,"Cux2"
0.0956256726552438,-0.0134176691599204,0.46,0.533,1,"Map3k2"
0.095836862293143,0.109895699943205,0.875,0.835,1,"Osbpl8"
0.0958898590412072,-0.108058042759602,0.496,0.553,1,"Arid1a"
0.0958942858686836,0.289204698551821,0.448,0.434,1,"Tubgcp5"
0.0959553892469191,-0.140671227985434,0.13,0.164,1,"Auh"
0.0959628176340558,-0.158971478126936,0.599,0.621,1,"Shank2"
0.0961760372079767,0.0136780772560432,0.183,0.227,1,"Ppp4r2"
0.0961810024122066,-0.215087620713215,0.122,0.154,1,"Mink1"
0.0963940980446898,-0.0269360965206165,0.098,0.128,1,"Fam210a"
0.0964988935985325,0.0727918934465733,0.327,0.383,1,"Bbx"
0.0966931943092428,-0.0982740334762903,0.619,0.662,1,"Pds5a"
0.0968503822579098,-0.117475215506059,0.083,0.11,1,"Asah2"
0.0971982041563272,-0.26038370636606,0.076,0.101,1,"Gm10785"
0.0972567792853732,-0.150069925987684,0.096,0.125,1,"Ift57"
0.0973752091703091,0.00842427779868737,0.195,0.243,1,"Pank2"
0.097700133081787,-0.167947999726199,0.091,0.119,1,"Rpl34"
0.0977004807764676,-0.0556083995303529,0.919,0.912,1,"Bcas3"
0.0978607956945385,0.448050740767716,0.22,0.192,1,"Cap1"
0.0978898403759029,-0.553411775975689,0.792,0.774,1,"Unc5d"
0.0981300801534924,0.178294279566623,0.871,0.853,1,"Tcf20"
0.098139267551071,0.558326515981751,0.115,0.091,1,"Polr1a"
0.098148908797814,-0.068461973076849,0.173,0.213,1,"Eprs"
0.0985077052951424,-0.228667708983263,0.135,0.168,1,"Fbh1"
0.0985393154345705,0.349491734494396,0.169,0.14,1,"Rin3"
0.0986868628047655,-0.375426965280427,0.113,0.142,1,"Cox7b"
0.0987264210531455,-0.0783341723887694,0.124,0.156,1,"Ppip5k1"
0.098781603691202,0.443362352499288,0.174,0.146,1,"Map3k14"
0.0987816725440043,-0.0442012908808609,0.151,0.188,1,"D130040H23Rik"
0.0988893748589665,0.332975297196413,0.305,0.276,1,"Plekha1"
0.0988989904068897,-0.0771577603185709,0.107,0.137,1,"Gm10125"
0.09902850284788,-0.0327355595781174,0.122,0.155,1,"Stx6"
0.0991592737963814,-0.0416259334470213,0.093,0.123,1,"Becn1"
0.0991987118677583,0.232771469437596,0.726,0.686,1,"Camkmt"
0.0992480674728314,-0.185949166416714,0.108,0.138,1,"Esf1"
0.0994213177890276,-0.0760784697785908,0.127,0.16,1,"Fbxl4"
0.0996177590277895,-0.18627464753279,0.135,0.168,1,"Trak2"
0.0996382672452214,-0.128408408471856,0.907,0.899,1,"Gsk3b"
0.100266525649213,-0.179656314285748,0.088,0.115,1,"Abraxas2"
0.100540201777675,0.435780947909806,0.86,0.85,1,"Etl4"
0.10058623828984,-0.0875543857182078,0.188,0.229,1,"Kctd12"
0.100954319089137,0.356149541796578,0.186,0.155,1,"Gm35154"
0.101025889052937,0.546175465510923,0.102,0.079,1,"1700028E10Rik"
0.101050756454189,0.0201368454807123,0.127,0.163,1,"Mbtps1"
0.101186331268147,-0.121614066148332,0.575,0.616,1,"Shprh"
0.101531153196222,-0.0834342557907797,0.113,0.145,1,"Bzw1"
0.101554002016696,-0.0189831702625283,0.262,0.311,1,"Tnpo3"
0.101573215020307,-0.163616457825632,0.169,0.206,1,"Chmp3"
0.101955834975882,-0.297858411784724,0.083,0.108,1,"Bscl2"
0.102219087651389,-0.0403544223980938,0.162,0.201,1,"Map2k6"
0.102379093813962,0.0625752531888771,0.794,0.735,1,"Psmd14"
0.102389509027347,0.392718774924374,0.146,0.12,1,"Lpar6"
0.102531485763646,0.193227497586756,0.9,0.902,1,"Snrnp70"
0.10283591791511,-0.122863857827404,0.095,0.123,1,"Lamc1"
0.102889773225041,0.198784129294611,0.25,0.215,1,"Rps6ka1"
0.102902637987519,-0.0739855438936448,0.178,0.217,1,"Arl8b"
0.102951670102761,-0.128415967211385,0.239,0.283,1,"Smarcad1"
0.103141894772904,0.717158549172198,0.108,0.087,1,"Rassf3"
0.10317924316644,-0.130554110501547,0.08,0.105,1,"Msh2"
0.103223845045078,-0.174668404609227,0.174,0.212,1,"Resf1"
0.103247843980875,-0.152991499621302,0.105,0.135,1,"Frg1"
0.103270971362423,0.244876973956875,0.624,0.616,1,"Mrtfa"
0.103434886563288,-0.0135859723613349,0.257,0.307,1,"Ptpn1"
0.103454546119052,0.154179087311821,0.887,0.849,1,"Rapgef2"
0.103554644963843,-0.122480809965865,0.09,0.117,1,"Zbtb16"
0.103706504194267,-0.0849246433622609,0.885,0.892,1,"A330023F24Rik"
0.103708424611232,0.410014270861156,0.19,0.162,1,"Lmo2"
0.103719509075118,-0.278999384533408,0.103,0.131,1,"Sugp1"
0.104071484276326,0.326562885419281,0.201,0.171,1,"Gna15"
0.104088113081686,-0.0214084008340086,0.437,0.5,1,"Trip11"
0.104149034971682,0.161928594227419,0.761,0.743,1,"Kansl1l"
0.10432870171452,0.260138933892883,0.357,0.334,1,"Slc23a2"
0.104332663646614,0.29986578127575,0.245,0.214,1,"Gab1"
0.104441024007253,0.0771484262382556,0.865,0.808,1,"Zfp407"
0.104538886744307,-0.2215800901313,0.129,0.161,1,"Gclc"
0.104612485269969,-0.213048283275836,0.105,0.134,1,"Sub1"
0.104731610536773,-0.309842800299047,0.083,0.108,1,"Meaf6"
0.104898391995658,0.060801879477177,0.296,0.35,1,"Inpp4a"
0.105098897548818,0.114902635884858,0.821,0.771,1,"Synj1"
0.105250635877931,0.488951455209657,0.157,0.131,1,"Lrmp"
0.105290678131538,-0.0766932938322781,0.741,0.756,1,"Osbpl9"
0.105319104233752,-0.205996096064403,0.112,0.141,1,"Wdr11"
0.105830608848921,0.0322949968961768,0.164,0.205,1,"Nvl"
0.105850864356095,0.130898582504126,0.99,0.99,1,"Luc7l2"
0.106042526404174,-0.144698292821816,0.088,0.115,1,"Aifm1"
0.106190678854784,-0.194110486946895,0.086,0.112,1,"Lias"
0.10630468696501,-0.0274606175374434,0.113,0.145,1,"Ube2i"
0.106347721449548,-0.174142070714298,0.083,0.109,1,"Nab1"
0.106605937234171,0.729268231450193,0.125,0.103,1,"Far1os"
0.106661146178194,-0.362770924345553,0.086,0.112,1,"Tbc1d2b"
0.107011467522293,-0.0682954885971312,0.21,0.255,1,"Gon4l"
0.107295445505051,0.131637533183623,0.963,0.943,1,"Btbd9"
0.107297541274387,-0.0978059346589933,0.377,0.436,1,"Mapk14"
0.107382841537898,-0.16636549646399,0.08,0.105,1,"3830406C13Rik"
0.107387406526679,-0.0473310687231241,0.19,0.23,1,"mt-Nd4"
0.107489198225588,0.740365940333523,0.137,0.116,1,"Rpl21"
0.107738337287575,-0.181162498392071,0.08,0.106,1,"Clybl"
0.107788619619032,-0.0167936924855872,0.154,0.192,1,"Rufy2"
0.108312150567034,0.0382911313023846,0.964,0.971,1,"Akt3"
0.108633938335836,-0.054851084982392,0.797,0.804,1,"Tsc22d1"
0.109115646371743,0.336817298733166,0.139,0.178,1,"Nceh1"
0.109158729064033,-0.13989880390547,0.157,0.193,1,"Mau2"
0.109429491474824,-0.191250832807654,0.098,0.126,1,"Gm15738"
0.109599629704432,-0.067607765795711,0.107,0.137,1,"Paip1"
0.109633934879884,-0.0434207254458772,0.188,0.23,1,"Virma"
0.110082894477375,-0.31484093362404,0.085,0.109,1,"Ipmk"
0.110150629181938,-0.138968932754434,0.093,0.12,1,"Ccdc57"
0.110205226639078,-0.064499149490542,0.281,0.332,1,"Dhx15"
0.110232444592781,-0.0258092279842461,0.633,0.683,1,"Ube2w"
0.110251166016707,-0.0859099522688528,0.545,0.584,1,"2210408F21Rik"
0.110314455633454,-0.275588993500098,0.626,0.63,1,"Zmat4"
0.110385283501043,-0.0890746350188916,0.411,0.462,1,"Sppl3"
0.110529718794488,0.55965034976229,0.103,0.081,1,"Tmem63a"
0.110549357352554,0.18206881272274,0.856,0.828,1,"Ube2k"
0.110672511701371,-0.146605516156195,0.147,0.181,1,"Golga1"
0.110726125977159,-0.339197182115893,0.088,0.114,1,"Ipo5"
0.111072346464418,-0.320743925477912,0.091,0.117,1,"Zfp385a"
0.111093978302142,-0.233791751885187,0.11,0.139,1,"D1Ertd622e"
0.111100131092968,0.0852462241888321,0.096,0.125,1,"Arhgef3"
0.111240508486739,-0.0878593860300025,0.604,0.654,1,"Ccnt2"
0.111241840792232,-0.116817223752281,0.294,0.332,1,"Ddx10"
0.111267354635794,0.438857386685094,0.125,0.101,1,"Rbks"
0.111279622269415,0.000617905495990445,0.481,0.54,1,"Nav1"
0.111321553769576,0.181334200398282,0.45,0.418,1,"Wasf2"
0.111435308447647,-0.106015753932695,0.213,0.255,1,"Slc30a9"
0.111463485211237,-0.0334221757761599,0.188,0.231,1,"G3bp2"
0.111474248597263,0.152572907022356,0.98,0.961,1,"Gnaq"
0.111535881303262,0.546051862440175,0.178,0.155,1,"Tmod3"
0.111785233922517,-0.0520700848814448,0.64,0.688,1,"Tln2"
0.111927149788646,-0.138968932754433,0.08,0.105,1,"Ncdn"
0.111929713722816,-0.229060145583001,0.076,0.1,1,"6030443J06Rik"
0.112025311007244,-0.103619952998987,0.32,0.36,1,"Lnpk"
0.112355794246684,0.0587129596004677,0.523,0.595,1,"Rgl1"
0.112421506711867,-0.089625597424247,0.122,0.153,1,"Mtpn"
0.112520776562929,0.356294791737893,0.149,0.122,1,"Sall3"
0.112590065828796,-0.145200886465948,0.115,0.144,1,"Cse1l"
0.112607225959442,0.140714601954909,0.086,0.115,1,"Gabarapl1"
0.112668548523379,-0.0181887665956253,0.193,0.234,1,"Chchd6"
0.112711563349363,-0.261290258362402,0.162,0.196,1,"Slk"
0.112755378355021,-0.238188537722446,0.746,0.731,1,"Rasgef1b"
0.11296929098838,-0.106958537851813,0.098,0.126,1,"Cep162"
0.113002611718339,0.266242294884977,0.423,0.414,1,"Arhgap12"
0.113254472727794,0.257813889640493,0.225,0.193,1,"P2ry6"
0.113284910766634,-0.0847937926033948,0.269,0.316,1,"Usp48"
0.113619263496681,-0.182037654646319,0.078,0.102,1,"Atp5md"
0.113634625356015,-0.0945748133959801,0.09,0.117,1,"Ick"
0.113964718272546,-0.104355834188566,0.756,0.753,1,"Ywhaz"
0.114290520499435,-0.134731939867963,0.107,0.136,1,"Gnai3"
0.114304088764227,0.12119531952778,0.868,0.854,1,"Atp6v0a1"
0.11431433733662,-0.250694015313262,0.149,0.181,1,"Arf1"
0.11434448397968,0.685226978680484,0.105,0.082,1,"Rnf213"
0.114440437168076,-0.161689009254517,0.365,0.407,1,"Ppia"
0.114480495727067,-0.0795577777552569,0.849,0.855,1,"Zmynd11"
0.114535086677972,0.336059540933882,0.146,0.119,1,"Sipa1"
0.114575119206649,-0.192311615091777,0.169,0.203,1,"Aagab"
0.114826415105796,-0.0302244019859228,0.127,0.16,1,"Fam173a"
0.114936259019081,0.111428647401435,0.096,0.126,1,"Tmem33"
0.115127206948942,0.188988965433557,0.53,0.511,1,"Chn2"
0.115191343538342,-0.146298474552923,0.599,0.631,1,"Cdk8"
0.115438372215468,-0.130795001308733,0.648,0.653,1,"Nmnat2"
0.115493831892672,-0.207074977815242,0.333,0.367,1,"Abca1"
0.115596651558745,-0.0742548290163844,0.195,0.235,1,"Rpl6"
0.115601490710198,-0.0545953754273349,0.912,0.925,1,"Dmxl1"
0.115652597705779,-0.0665604372263835,0.132,0.164,1,"Araf"
0.115851076966742,-0.14936728623636,0.127,0.157,1,"Tug1"
0.115940616155164,-0.0010996604815896,0.193,0.235,1,"Zfp106"
0.115998002684919,0.250301614465463,0.173,0.143,1,"Eya4"
0.116094695799975,0.142117518577741,0.797,0.771,1,"Pip4k2a"
0.116290470714037,0.175467619223007,0.792,0.784,1,"Rptor"
0.116333442380213,-0.131727811813446,0.09,0.117,1,"L3mbtl3"
0.116513825706188,-0.108649998607703,0.09,0.116,1,"Me2"
0.116793728979425,0.064971042266333,0.198,0.241,1,"Sel1l"
0.116851817343192,0.569459258316374,0.169,0.146,1,"Brd8"
0.116879516397571,-0.174916921713584,0.183,0.218,1,"Arih2"
0.116995092725623,0.0266798297930517,0.279,0.336,1,"Acvr1"
0.117024041661594,-0.0800020123087077,0.156,0.19,1,"Rnf214"
0.117184370091134,-0.0558577058231265,0.218,0.262,1,"Cpne1"
0.117346752176462,0.176871832254014,0.854,0.838,1,"Atp2c1"
0.117384866161645,-0.0945748133959805,0.081,0.107,1,"Zcchc4"
0.117712060571656,-0.248803627988771,0.604,0.536,1,"Sox2ot"
0.117824738695847,-0.183111487997637,0.081,0.106,1,"Cdc23"
0.117839496210672,0.274069780398413,0.11,0.086,1,"Il21r"
0.118142617962042,0.116790863948759,0.885,0.843,1,"Srek1"
0.118188091561673,-0.0850520392774738,0.117,0.147,1,"Rpn2"
0.118221335243143,0.357221235892981,0.21,0.182,1,"Nfatc2"
0.118346205836146,-0.0602816358421026,0.122,0.154,1,"Bbip1"
0.119065845280507,-0.089099683329829,0.203,0.242,1,"Scfd1"
0.119273851278845,-0.0113193097466282,0.159,0.196,1,"Stt3b"
0.119418753370292,0.190342710336264,0.162,0.201,1,"Ildr2"
0.119567667203409,0.0165438054190596,0.318,0.374,1,"mt-Nd2"
0.119574113947288,-0.268825740241083,0.078,0.101,1,"Usp49"
0.119833537680382,-0.354637652698483,0.08,0.103,1,"Pcnt"
0.119919690932085,0.56009665913658,0.132,0.109,1,"Zfp157"
0.120331097534295,-0.0180213100947828,0.315,0.361,1,"Zc3h13"
0.120493116491469,-0.297514872066256,0.096,0.122,1,"Edrf1"
0.120500889091765,-0.0797778114678995,0.086,0.113,1,"Washc5"
0.12069966702534,0.133264864635258,0.926,0.897,1,"Gtdc1"
0.121015486894607,-0.367593307802396,0.081,0.105,1,"Myl6"
0.121501989979752,0.0654655991144879,0.08,0.105,1,"C2cd2"
0.12158502880132,-0.23816566702483,0.078,0.102,1,"Mzt1"
0.121598087419174,-0.121951252327285,0.186,0.226,1,"Atp6v1c1"
0.122123905328702,-0.301025690863407,0.085,0.108,1,"B230307C23Rik"
0.122127253330766,-0.237678324927789,0.166,0.197,1,"Zfp827"
0.122205688097365,-0.112984612855752,0.42,0.465,1,"Epc2"
0.122333016137833,0.0202891436360226,0.095,0.123,1,"Matk"
0.12246274058872,-0.135771884398706,0.514,0.546,1,"Acyp2"
0.12248519661977,0.248407748754056,0.245,0.216,1,"Atp7a"
0.122562309331875,-0.19861627250562,0.442,0.475,1,"Myo6"
0.122681364528493,-0.115760143286608,0.146,0.177,1,"Nploc4"
0.122749294070641,-0.113110764833408,0.108,0.137,1,"Nfrkb"
0.122754708482239,-0.0345372306101475,0.135,0.168,1,"Cfl1"
0.122868584657949,-0.0236270589286576,0.213,0.254,1,"Wdr70"
0.122909948999261,-0.00992698775269507,0.198,0.238,1,"Ankrd13c"
0.123398571105968,-0.149541272613909,0.162,0.196,1,"Mindy3"
0.12340846169472,-0.236727197369034,0.135,0.165,1,"Rpl17"
0.12364269828643,-0.138581995635072,0.083,0.107,1,"Tshz3"
0.123682951284381,-0.0306339925664731,0.135,0.169,1,"Mfap3"
0.123837243808729,0.258401717750612,0.139,0.112,1,"Ostf1"
0.123996526970532,0.136982756943937,0.98,0.971,1,"Kansl1"
0.124288802426556,-0.147749818296643,0.711,0.709,1,"Reps2"
0.124321161709953,0.583497091716657,0.108,0.087,1,"Sbf1"
0.12434030778613,0.0102675524615181,0.08,0.105,1,"Ddx21"
0.124413200488774,0.392540363927032,0.118,0.096,1,"Traf3ip3"
0.124833314578015,-0.204856868410891,0.162,0.197,1,"Tor1aip2"
0.124933318648936,0.463989997260569,0.125,0.102,1,"Cotl1"
0.125165868158939,-0.194110486946895,0.232,0.272,1,"Tmem170b"
0.125209149782093,-0.194110486946894,0.154,0.186,1,"N4bp1"
0.12528934937979,-0.162478877897784,0.076,0.1,1,"Rars"
0.125442395529262,-0.147924237988914,0.117,0.145,1,"Slc35a3"
0.125532359193474,-0.155565443285129,0.174,0.21,1,"Psmd11"
0.125548395442316,-0.0415564310964891,0.086,0.112,1,"Wdr75"
0.125709621763142,0.104545982559888,0.948,0.935,1,"Ncor1"
0.125788496869471,-0.0898524031535772,0.213,0.255,1,"Naa35"
0.126485115133181,-0.184421430778461,0.181,0.217,1,"Tmbim6"
0.127031058088188,-0.164345091700154,0.098,0.125,1,"5730480H06Rik"
0.12705996168297,-0.0945748133959803,0.137,0.169,1,"Inpp5f"
0.127259892411593,-0.185126571103605,0.201,0.236,1,"Fam214a"
0.127425215572746,0.547377665910006,0.108,0.087,1,"Primpol"
0.127858064524132,-0.0460762957047902,0.186,0.223,1,"Lemd3"
0.128037083796643,-0.216938416401156,0.169,0.201,1,"Zfp326"
0.128085904829573,-0.0945748133959805,0.085,0.109,1,"Rae1"
0.128189404477986,0.268571077228018,0.277,0.245,1,"Ccr5"
0.128240365367164,-0.0544973740206454,0.122,0.153,1,"Cyb5r4"
0.128381463076442,0.00885477625942532,0.213,0.259,1,"Chd1"
0.12874254800841,-0.378877835983425,0.723,0.71,1,"Rbms3"
0.128748739362559,-0.0302538324291237,0.135,0.168,1,"Clpx"
0.128862065261785,0.344536820861721,0.098,0.128,1,"Zfp346"
0.129078073937096,0.0503735225151196,0.107,0.136,1,"Cox6c"
0.1291112207827,-0.190499233394516,0.085,0.108,1,"Tmem150c"
0.129112898961995,-0.0304444759762645,0.213,0.253,1,"Orc3"
0.129200157145552,0.208411717837922,0.264,0.23,1,"Cd53"
0.129505634847057,-0.104991429341319,0.108,0.136,1,"Etfa"
0.129727208842748,-0.263129083104878,0.091,0.116,1,"Rad50"
0.130199070688127,-0.0470923488114776,0.902,0.897,1,"Fchsd2"
0.130440832447204,0.0123403905205319,0.12,0.151,1,"St3gal2"
0.130564588299169,-0.102017796581542,0.203,0.242,1,"Eif4g2"
0.130653632472177,-0.106351981172334,0.146,0.179,1,"Pxk"
0.130793621908448,-0.153468502449549,0.09,0.115,1,"Cnst"
0.131282149899377,-0.129850288143511,0.09,0.115,1,"Pisd"
0.131495591317721,-0.209004702246589,0.755,0.741,1,"Cdh11"
0.131579514565561,-0.0234137844747411,0.135,0.169,1,"Prune2"
0.131652958927726,-0.0511405680286887,0.956,0.957,1,"Prkcb"
0.131677316545865,-0.161689009254517,0.078,0.101,1,"Egln1"
0.131811460913428,0.0533586157400232,0.088,0.114,1,"Arpc5"
0.131848106215391,-0.0945748133959801,0.125,0.156,1,"Pggt1b"
0.132382929633495,0.106979343067101,0.853,0.815,1,"Slc24a3"
0.132469429747314,0.0205017110507122,0.093,0.12,1,"Golim4"
0.133038706808267,0.365786676392354,0.349,0.335,1,"Tet2"
0.133162287249921,-0.238410585969632,0.766,0.744,1,"Chrm3"
0.133260613193916,-0.0205742319522033,0.129,0.16,1,"Cpsf3"
0.13356860994499,-0.185949166416714,0.113,0.141,1,"Mast3"
0.134033336533203,-0.137460626249156,0.1,0.126,1,"Als2"
0.134081898512751,-0.177225993573928,0.159,0.191,1,"Snta1"
0.134087351490753,-0.197914563088665,0.091,0.117,1,"Nup160"
0.134136552315325,0.109327729492621,0.851,0.836,1,"Ktn1"
0.134505159507357,-0.116161675604126,0.168,0.201,1,"Eps15l1"
0.135081917748326,0.42823842966437,0.201,0.18,1,"Laptm4a"
0.135238048671391,0.0366697198822723,0.108,0.137,1,"Sugp2"
0.135316162771736,-0.142626942802122,0.738,0.735,1,"Grin1"
0.13531946386356,0.38220603559576,0.134,0.11,1,"Jam2"
0.13536660703367,-0.314305435008914,0.122,0.148,1,"Nckap5l"
0.135499685575386,0.0574282800490697,0.247,0.291,1,"Tasor2"
0.135946270338234,0.453729216746328,0.181,0.158,1,"Acss1"
0.135949784863434,-0.0452087360750005,0.58,0.637,1,"Trim44"
0.135951702569655,-0.0680330259434881,0.481,0.533,1,"Kif5b"
0.13600736026214,-0.0537463016450436,0.557,0.62,1,"Helz"
0.136430868826065,-0.0737496637186179,0.235,0.276,1,"Fnbp4"
0.13646349339782,0.208110953771965,0.371,0.341,1,"Blnk"
0.136523234332923,-0.0436508782333078,0.142,0.174,1,"Kdm5c"
0.136770372003417,-0.14564899799025,0.096,0.122,1,"Rnf41"
0.13699195866354,0.164741304191703,0.122,0.154,1,"Vps53"
0.13720371234583,0.27238036067445,0.35,0.326,1,"Ncoa3"
0.137267613676163,-0.0471052397906102,0.386,0.437,1,"March7"
0.137487875714284,-0.118323416168589,0.805,0.79,1,"Gabbr2"
0.13761182942622,-0.116942626424435,0.088,0.113,1,"Pls3"
0.138029927924599,-0.0922232317165825,0.218,0.258,1,"Mysm1"
0.138080395630376,-0.0838484068029217,0.11,0.137,1,"Senp1"
0.138089696073707,-0.0108359318455626,0.103,0.131,1,"Tfcp2"
0.138108108224552,-0.105463129538717,0.125,0.155,1,"Trim23"
0.138332102990177,-0.0771322355307456,0.951,0.935,1,"Faf1"
0.138344424177968,-0.113384663170738,0.242,0.285,1,"Traf3"
0.138419089865378,-0.183232433216377,0.13,0.159,1,"Sdhb"
0.138489923090229,-0.170523666629279,0.102,0.127,1,"Psma1"
0.138593851952384,-0.203216073399804,0.127,0.155,1,"Cd164"
0.138822043893133,-0.304497882770212,0.078,0.1,1,"Ttf1"
0.138822216070643,-0.116140163230914,0.142,0.173,1,"Cisd2"
0.139333009361469,-0.0945748133959805,0.091,0.117,1,"Ccdc58"
0.139538293251141,-0.0681993979716826,0.103,0.13,1,"Dnajc24"
0.139674273307868,0.71223040583886,0.157,0.134,1,"Stab1"
0.139725172753354,0.220794210284551,0.614,0.603,1,"Asph"
0.140201531928302,-0.0642011643524616,0.179,0.216,1,"Rnf145"
0.140233636470856,-0.212144409777157,0.103,0.128,1,"Prmt7"
0.14028358091799,-0.0945748133959801,0.107,0.133,1,"Timm44"
0.140339252283891,-0.287219891338376,0.144,0.173,1,"C2cd3"
0.140422945678603,-0.033912031489356,0.081,0.105,1,"Ero1l"
0.14082713492423,0.304343020519587,0.215,0.187,1,"Zscan26"
0.141051977760541,-0.0345675040317035,0.122,0.151,1,"Dhdds"
0.141067410574575,0.768790494582174,0.112,0.092,1,"Txlna"
0.141425283899953,-0.065131035503498,0.088,0.113,1,"Zfp799"
0.141511408653738,0.343921658706853,0.112,0.089,1,"Xbp1"
0.141622183773489,-0.321489793423122,0.093,0.117,1,"Rbm3"
0.141749071368798,-0.416502908283343,0.599,0.601,1,"St6galnac5"
0.141754023306617,0.179932376881762,0.137,0.111,1,"Fcgr1"
0.141776379594553,-0.255348116468762,0.115,0.142,1,"Zbtb7a"
0.141906907305399,-0.261224682805432,0.09,0.113,1,"Mat2b"
0.142016514988478,0.180285027834603,0.103,0.133,1,"Zfp322a"
0.142356251111228,0.113473733161513,0.941,0.94,1,"Zfp638"
0.142436822790802,0.355691174193845,0.201,0.178,1,"Edem1"
0.142446588557979,-0.0344538209584093,0.255,0.304,1,"Fbxw4"
0.142741470901674,-0.257897080014046,0.122,0.149,1,"Sypl"
0.142748952007814,-0.153260155992274,0.208,0.243,1,"Stau1"
0.143252730632608,-0.2980463728352,0.743,0.73,1,"Flrt2"
0.143298688806872,0.0952204956377997,0.831,0.795,1,"Pias1"
0.143640571587034,0.0176346901900448,0.125,0.155,1,"Rbm28"
0.143827489679696,-0.0945748133959803,0.122,0.15,1,"5031439G07Rik"
0.14418821045837,-0.13591560877688,0.08,0.103,1,"Plekha7"
0.144358797390979,0.123253557816745,0.56,0.524,1,"Ubash3b"
0.144405723281366,-0.0804537051513274,0.124,0.152,1,"Lmo4"
0.144747982333083,-0.104317304269061,0.954,0.932,1,"Sipa1l1"
0.144924908438631,-0.238347526982324,0.13,0.158,1,"Fez2"
0.145127403828133,-0.256462495772874,0.081,0.104,1,"Psmd13"
0.145686568926033,-0.0362191136028996,0.227,0.272,1,"Sgce"
0.145744112383408,-0.129850288143511,0.096,0.122,1,"Ncbp1"
0.145864440880874,-0.101966947626015,0.205,0.243,1,"Suz12"
0.145910068033948,-0.00978572521425214,0.164,0.2,1,"Nbr1"
0.146177649907314,-0.0566069631969595,0.122,0.152,1,"Myo1d"
0.146517661648791,0.20069435941271,0.695,0.679,1,"Cdk12"
0.146549886807038,0.363603766476993,0.398,0.397,1,"Cd81"
0.146572035183321,-0.181379640933253,0.117,0.144,1,"Rcor3"
0.146802948147082,-0.153790856386962,0.137,0.168,1,"Zfp800"
0.1469407693915,0.116802321937065,0.836,0.804,1,"Mtmr3"
0.147140341894642,-0.111706253519736,0.217,0.254,1,"Ube2q2"
0.147234472577837,0.00512088400745148,0.195,0.235,1,"Rpl13"
0.147424119690239,-0.183579819454725,0.132,0.161,1,"Gxylt1"
0.147649597968923,0.536499612179488,0.127,0.106,1,"3110056K07Rik"
0.14767223381013,-0.808219333327567,0.736,0.711,1,"Erbb4"
0.147981464361313,-0.0609664207531607,0.492,0.547,1,"Phc2"
0.148028765341893,-0.101117659262752,0.1,0.126,1,"Suclg1"
0.148034161008181,0.308184356104427,0.081,0.105,1,"Hgsnat"
0.148062870803007,-0.0125814411986729,0.14,0.173,1,"Mphosph8"
0.148143852019626,0.430886675576514,0.129,0.107,1,"Insyn2b"
0.148563942706819,-0.0868804216059793,0.081,0.105,1,"Poldip3"
0.148697726845072,-0.0788074975376634,0.149,0.18,1,"Ilrun"
0.148879403265457,-0.194814069033938,0.215,0.249,1,"Pdlim5"
0.149143212848259,-0.0789779583449617,0.157,0.19,1,"Stam"
0.149445007207574,-0.0681026020347888,0.095,0.12,1,"Rnasek"
0.149563625120473,-0.0909270363808359,0.147,0.178,1,"Galk2"
0.149820520102298,-0.0300656809295011,0.621,0.663,1,"Clock"
0.149862227964954,-0.0662301877020184,0.19,0.224,1,"Atp6ap2"
0.149932862068412,-0.109761217210656,0.196,0.228,1,"Scd2"
0.150087378079308,-0.0513542847968578,0.213,0.257,1,"Srsf7"
0.150451850162171,-0.145455982398164,0.731,0.726,1,"Plppr4"
0.150479546216187,0.298007835055168,0.118,0.096,1,"Swap70"
0.150563662106505,-0.167475360443428,0.113,0.14,1,"Wars2"
0.150567819729446,-0.167947999726199,0.103,0.129,1,"Zcrb1"
0.150700912186822,-0.103734812681456,0.12,0.146,1,"Gatb"
0.150703586640732,-0.043500628801711,0.095,0.12,1,"Slc7a6"
0.150707332297573,0.101330593710002,0.792,0.747,1,"Xrn1"
0.150781982216604,0.309736279289805,0.196,0.171,1,"Pdk1"
0.150882314403337,0.0334327989800913,0.178,0.215,1,"Wrn"
0.151448492899358,-0.0126636156093627,0.127,0.157,1,"Zfp398"
0.151953545483428,0.226916696515774,0.242,0.212,1,"Cdh23"
0.152041121874503,-0.243952437434207,0.152,0.181,1,"Vav2"
0.15235317046064,-0.043256036111,0.325,0.379,1,"Grb2"
0.152378714238518,-0.196755208202458,0.091,0.115,1,"Slc25a5"
0.152393605159525,-0.119885901925168,0.093,0.117,1,"Derl2"
0.152471689287439,-0.0118498911523041,0.294,0.338,1,"Kif2a"
0.153083354747157,-0.154875323663795,0.08,0.102,1,"Ids"
0.153400470673201,0.435204772055867,0.262,0.243,1,"Gfm2"
0.153546199683244,-0.0945748133959801,0.239,0.275,1,"Iqsec2"
0.15355039017765,-0.284906025500129,0.08,0.101,1,"Vbp1"
0.153702694328156,6.20607420946939e-05,0.09,0.115,1,"Jade2"
0.154103418621615,-0.0359626532809358,0.289,0.335,1,"Trappc8"
0.15411400779813,0.107555473209854,0.149,0.184,1,"Fbxo42"
0.154472607928084,0.0749249278985546,0.164,0.201,1,"Ctnnb1"
0.154697802218319,-0.0462272289100216,0.555,0.598,1,"Rab6a"
